year,state,month,number,date
2013,Amazonas,jan,37,1/1/13
2014,Amazonas,jan,46,1/1/14
2015,Amazonas,jan,35,1/1/15
2016,Amazonas,jan,770,1/1/16
2017,Amazonas,jan,65,1/1/17
1998,Amazonas,feb,0,1/1/98
1999,Amazonas,feb,43,1/1/99
2000,Amazonas,feb,62,1/1/00
2001,Amazonas,feb,8,1/1/01
2002,Amazonas,feb,2,1/1/02
2003,Amazonas,feb,62,1/1/03
2004,Amazonas,feb,92,1/1/04
2005,Amazonas,feb,6,1/1/05
2006,Amazonas,feb,10,1/1/06
2007,Amazonas,feb,92,1/1/07
2008,Amazonas,feb,32,1/1/08
2009,Amazonas,feb,3,1/1/09
2010,Amazonas,feb,81,1/1/10
2011,Amazonas,feb,30,1/1/11
2012,Amazonas,feb,25,1/1/12
2013,Amazonas,feb,16,1/1/13
2014,Amazonas,feb,49,1/1/14
2015,Amazonas,feb,107,1/1/15
2016,Amazonas,feb,275,1/1/16
2017,Amazonas,feb,52,1/1/17
1998,Amazonas,mar,0,1/1/98
1999,Amazonas,mar,7,1/1/99
2000,Amazonas,mar,69,1/1/00
2001,Amazonas,mar,6,1/1/01
2002,Amazonas,mar,5,1/1/02
2003,Amazonas,mar,64,1/1/03
2004,Amazonas,mar,6,1/1/04
2005,Amazonas,mar,12,1/1/05
2006,Amazonas,mar,20,1/1/06
2007,Amazonas,mar,6,1/1/07
2008,Amazonas,mar,10,1/1/08
2009,Amazonas,mar,11,1/1/09
2010,Amazonas,mar,116,1/1/10
2011,Amazonas,mar,49,1/1/11
2012,Amazonas,mar,17,1/1/12
2013,Amazonas,mar,49,1/1/13
2014,Amazonas,mar,50,1/1/14
2015,Amazonas,mar,46,1/1/15
2016,Amazonas,mar,140,1/1/16
2017,Amazonas,mar,45,1/1/17
1998,Amazonas,apr,0,1/1/98
1999,Amazonas,apr,2,1/1/99
2000,Amazonas,apr,18,1/1/00
2001,Amazonas,apr,1,1/1/01
2002,Amazonas,apr,2,1/1/02
2003,Amazonas,apr,11,1/1/03
2004,Amazonas,apr,4,1/1/04
2005,Amazonas,apr,5,1/1/05
2006,Amazonas,apr,5,1/1/06
2007,Amazonas,apr,0,1/1/07
2008,Amazonas,apr,13,1/1/08
2009,Amazonas,apr,1,1/1/09
2010,Amazonas,apr,11,1/1/10
2011,Amazonas,apr,5,1/1/11
2012,Amazonas,apr,3,1/1/12
2013,Amazonas,apr,20,1/1/13
2014,Amazonas,apr,25,1/1/14
2015,Amazonas,apr,24,1/1/15
2016,Amazonas,apr,22,1/1/16
2017,Amazonas,apr,20,1/1/17
1998,Amazonas,may,0,1/1/98
1999,Amazonas,may,0,1/1/99
2000,Amazonas,may,51,1/1/00
2001,Amazonas,may,0,1/1/01
2002,Amazonas,may,8,1/1/02
2003,Amazonas,may,2,1/1/03
2004,Amazonas,may,0,1/1/04
2005,Amazonas,may,8,1/1/05
2006,Amazonas,may,4,1/1/06
2007,Amazonas,may,0,1/1/07
2008,Amazonas,may,1,1/1/08
2009,Amazonas,may,3,1/1/09
2010,Amazonas,may,13,1/1/10
2011,Amazonas,may,6,1/1/11
2012,Amazonas,may,12,1/1/12
2013,Amazonas,may,19,1/1/13
2014,Amazonas,may,12,1/1/14
2015,Amazonas,may,10,1/1/15
2016,Amazonas,may,30,1/1/16
2017,Amazonas,may,40,1/1/17
1998,Amazonas,jun,2,1/1/98
1999,Amazonas,jun,7,1/1/99
2000,Amazonas,jun,6,1/1/00
2001,Amazonas,jun,5,1/1/01
2002,Amazonas,jun,5,1/1/02
2003,Amazonas,jun,3,1/1/03
2004,Amazonas,jun,12,1/1/04
2005,Amazonas,jun,78,1/1/05
2006,Amazonas,jun,9,1/1/06
2007,Amazonas,jun,23,1/1/07
2008,Amazonas,jun,7,1/1/08
2009,Amazonas,jun,13,1/1/09
2010,Amazonas,jun,9,1/1/10
2011,Amazonas,jun,22,1/1/11
2012,Amazonas,jun,45,1/1/12
2013,Amazonas,jun,56,1/1/13
2014,Amazonas,jun,74,1/1/14
2015,Amazonas,jun,33,1/1/15
2016,Amazonas,jun,90,1/1/16
2017,Amazonas,jun,119,1/1/17
1998,Amazonas,jul,71,1/1/98
1999,Amazonas,jul,11,1/1/99
2000,Amazonas,jul,39,1/1/00
2001,Amazonas,jul,9,1/1/01
2002,Amazonas,jul,146,1/1/02
2003,Amazonas,jul,180,1/1/03
2004,Amazonas,jul,177,1/1/04
2005,Amazonas,jul,676,1/1/05
2006,Amazonas,jul,123,1/1/06
2007,Amazonas,jul,116,1/1/07
2008,Amazonas,jul,108,1/1/08
2009,Amazonas,jul,199,1/1/09
2010,Amazonas,jul,640,1/1/10
2011,Amazonas,jul,271,1/1/11
2012,Amazonas,jul,234,1/1/12
2013,Amazonas,jul,248,1/1/13
2014,Amazonas,jul,202,1/1/14
2015,Amazonas,jul,356,1/1/15
2016,Amazonas,jul,1.137,1/1/16
2017,Amazonas,jul,1.975,1/1/17
1998,Amazonas,aug,321,1/1/98
1999,Amazonas,aug,259,1/1/99
2000,Amazonas,aug,180,1/1/00
2001,Amazonas,aug,501,1/1/01
2002,Amazonas,aug,741,1/1/02
2003,Amazonas,aug,1.867,1/1/03
2004,Amazonas,aug,1.207,1/1/04
2005,Amazonas,aug,2.316,1/1/05
2006,Amazonas,aug,1.422,1/1/06
2007,Amazonas,aug,2.241,1/1/07
2008,Amazonas,aug,861,1/1/08
2009,Amazonas,aug,1.321,1/1/09
2010,Amazonas,aug,3.727,1/1/10
2011,Amazonas,aug,1.243,1/1/11
2012,Amazonas,aug,3.011,1/1/12
2013,Amazonas,aug,1.276,1/1/13
2014,Amazonas,aug,3.852,1/1/14
2015,Amazonas,aug,4.564,1/1/15
2016,Amazonas,aug,3.611,1/1/16
2017,Amazonas,aug,6.316,1/1/17
1998,Amazonas,sep,267,1/1/98
1999,Amazonas,sep,216,1/1/99
2000,Amazonas,sep,189,1/1/00
2001,Amazonas,sep,166,1/1/01
2002,Amazonas,sep,928,1/1/02
2003,Amazonas,sep,1.401,1/1/03
2004,Amazonas,sep,911,1/1/04
2005,Amazonas,sep,2.812,1/1/05
2006,Amazonas,sep,2.218,1/1/06
2007,Amazonas,sep,1.36,1/1/07
2008,Amazonas,sep,998,1/1/08
2009,Amazonas,sep,3.091,1/1/09
2010,Amazonas,sep,2.781,1/1/10
2011,Amazonas,sep,1.295,1/1/11
2012,Amazonas,sep,2.392,1/1/12
2013,Amazonas,sep,1.739,1/1/13
2014,Amazonas,sep,3.057,1/1/14
2015,Amazonas,sep,5.882,1/1/15
2016,Amazonas,sep,3.119,1/1/16
2017,Amazonas,sep,4.033,1/1/17
1998,Amazonas,oct,83,1/1/98
1999,Amazonas,oct,479,1/1/99
2000,Amazonas,oct,145,1/1/00
2001,Amazonas,oct,332,1/1/01
2002,Amazonas,oct,695,1/1/02
2003,Amazonas,oct,725,1/1/03
2004,Amazonas,oct,710,1/1/04
2005,Amazonas,oct,545,1/1/05
2006,Amazonas,oct,721,1/1/06
2007,Amazonas,oct,215,1/1/07
2008,Amazonas,oct,632,1/1/08
2009,Amazonas,oct,2.189,1/1/09
2010,Amazonas,oct,889,1/1/10
2011,Amazonas,oct,694,1/1/11
2012,Amazonas,oct,1.238,1/1/12
2013,Amazonas,oct,1.202,1/1/13
2014,Amazonas,oct,952,1/1/14
2015,Amazonas,oct,2.494,1/1/15
2016,Amazonas,oct,2.105,1/1/16
2017,Amazonas,oct,1.581,1/1/17
1998,Amazonas,nov,6,1/1/98
1999,Amazonas,nov,32,1/1/99
2000,Amazonas,nov,27,1/1/00
2001,Amazonas,nov,244,1/1/01
2002,Amazonas,nov,259,1/1/02
2003,Amazonas,nov,169,1/1/03
2004,Amazonas,nov,209,1/1/04
2005,Amazonas,nov,261,1/1/05
2006,Amazonas,nov,59,1/1/06
2007,Amazonas,nov,90,1/1/07
2008,Amazonas,nov,39,1/1/08
2009,Amazonas,nov,973,1/1/09
2010,Amazonas,nov,354,1/1/10
2011,Amazonas,nov,399,1/1/11
2012,Amazonas,nov,682,1/1/12
2013,Amazonas,nov,220,1/1/13
2014,Amazonas,nov,676,1/1/14
2015,Amazonas,nov,1.054,1/1/15
2016,Amazonas,nov,591,1/1/16
2017,Amazonas,nov,552,1/1/17
1998,Amazonas,dec,196,1/1/98
1999,Amazonas,dec,2,1/1/99
2000,Amazonas,dec,60,1/1/00
2001,Amazonas,dec,22,1/1/01
2002,Amazonas,dec,44,1/1/02
2003,Amazonas,dec,147,1/1/03
2004,Amazonas,dec,53,1/1/04
2005,Amazonas,dec,17,1/1/05
2006,Amazonas,dec,23,1/1/06
2007,Amazonas,dec,7,1/1/07
2008,Amazonas,dec,0,1/1/08
2009,Amazonas,dec,102,1/1/09
2010,Amazonas,dec,123,1/1/10
2011,Amazonas,dec,121,1/1/11
2012,Amazonas,dec,80,1/1/12
2013,Amazonas,dec,236,1/1/13
2014,Amazonas,dec,293,1/1/14
2015,Amazonas,dec,565,1/1/15
2016,Amazonas,dec,133,1/1/16
1998,Bahia,jan,0,1/1/98
1999,Bahia,jan,114,1/1/99
2000,Bahia,jan,31,1/1/00
2001,Bahia,jan,24,1/1/01
2002,Bahia,jan,125,1/1/02
2003,Bahia,jan,439,1/1/03
2004,Bahia,jan,158,1/1/04
2005,Bahia,jan,303,1/1/05
2006,Bahia,jan,225,1/1/06
2007,Bahia,jan,373,1/1/07
2008,Bahia,jan,314,1/1/08
2009,Bahia,jan,177,1/1/09
2010,Bahia,jan,297,1/1/10
2011,Bahia,jan,101,1/1/11
2012,Bahia,jan,179,1/1/12
2013,Bahia,jan,125,1/1/13
2014,Bahia,jan,132,1/1/14
2015,Bahia,jan,256,1/1/15
2016,Bahia,jan,285,1/1/16
2017,Bahia,jan,154,1/1/17
1998,Bahia,feb,0,1/1/98
1999,Bahia,feb,157,1/1/99
2000,Bahia,feb,32,1/1/00
2001,Bahia,feb,101,1/1/01
2002,Bahia,feb,204,1/1/02
2003,Bahia,feb,223,1/1/03
2004,Bahia,feb,122,1/1/04
2005,Bahia,feb,143,1/1/05
2006,Bahia,feb,277,1/1/06
2007,Bahia,feb,113,1/1/07
2008,Bahia,feb,235,1/1/08
2009,Bahia,feb,117,1/1/09
2010,Bahia,feb,206,1/1/10
2011,Bahia,feb,156,1/1/11
2012,Bahia,feb,200,1/1/12
2013,Bahia,feb,231,1/1/13
2014,Bahia,feb,107,1/1/14
2015,Bahia,feb,143,1/1/15
2016,Bahia,feb,418,1/1/16
2017,Bahia,feb,100,1/1/17
1998,Bahia,mar,0,1/1/98
1999,Bahia,mar,83,1/1/99
2000,Bahia,mar,65,1/1/00
2001,Bahia,mar,4,1/1/01
2002,Bahia,mar,146,1/1/02
2003,Bahia,mar,274,1/1/03
2004,Bahia,mar,115,1/1/04
2005,Bahia,mar,158,1/1/05
2006,Bahia,mar,199,1/1/06
2007,Bahia,mar,141,1/1/07
2008,Bahia,mar,135,1/1/08
2009,Bahia,mar,249,1/1/09
2010,Bahia,mar,156,1/1/10
2011,Bahia,mar,90,1/1/11
2012,Bahia,mar,404,1/1/12
2013,Bahia,mar,363,1/1/13
2014,Bahia,mar,148,1/1/14
2015,Bahia,mar,229,1/1/15
2016,Bahia,mar,281,1/1/16
2017,Bahia,mar,163,1/1/17
1998,Bahia,apr,0,1/1/98
1999,Bahia,apr,55,1/1/99
2000,Bahia,apr,23,1/1/00
2001,Bahia,apr,26,1/1/01
2002,Bahia,apr,110,1/1/02
2003,Bahia,apr,376,1/1/03
2004,Bahia,apr,89,1/1/04
2005,Bahia,apr,76,1/1/05
2006,Bahia,apr,60,1/1/06
2007,Bahia,apr,64,1/1/07
2008,Bahia,apr,151,1/1/08
2009,Bahia,apr,40,1/1/09
2010,Bahia,apr,103,1/1/10
2011,Bahia,apr,149,1/1/11
2012,Bahia,apr,396,1/1/12
2013,Bahia,apr,108,1/1/13
2014,Bahia,apr,183,1/1/14
2015,Bahia,apr,190,1/1/15
2016,Bahia,apr,217,1/1/16
2017,Bahia,apr,94,1/1/17
1998,Bahia,may,0,1/1/98
1999,Bahia,may,76,1/1/99
2000,Bahia,may,71,1/1/00
2001,Bahia,may,85,1/1/01
2002,Bahia,may,166,1/1/02
2003,Bahia,may,106,1/1/03
2004,Bahia,may,124,1/1/04
2005,Bahia,may,120,1/1/05
2006,Bahia,may,43,1/1/06
2007,Bahia,may,161,1/1/07
2008,Bahia,may,56,1/1/08
2009,Bahia,may,34,1/1/09
2010,Bahia,may,198,1/1/10
2011,Bahia,may,189,1/1/11
2012,Bahia,may,326,1/1/12
2013,Bahia,may,141,1/1/13
2014,Bahia,may,224,1/1/14
2015,Bahia,may,144,1/1/15
2016,Bahia,may,259,1/1/16
2017,Bahia,may,121,1/1/17
1998,Bahia,jun,55,1/1/98
1999,Bahia,jun,64,1/1/99
2000,Bahia,jun,178,1/1/00
2001,Bahia,jun,98,1/1/01
2002,Bahia,jun,118,1/1/02
2003,Bahia,jun,140,1/1/03
2004,Bahia,jun,289,1/1/04
2005,Bahia,jun,211,1/1/05
2006,Bahia,jun,68,1/1/06
2007,Bahia,jun,270,1/1/07
2008,Bahia,jun,72,1/1/08
2009,Bahia,jun,92,1/1/09
2010,Bahia,jun,192,1/1/10
2011,Bahia,jun,345,1/1/11
2012,Bahia,jun,385,1/1/12
2013,Bahia,jun,208,1/1/13
2014,Bahia,jun,243,1/1/14
2015,Bahia,jun,242,1/1/15
2016,Bahia,jun,416,1/1/16
2017,Bahia,jun,329,1/1/17
1998,Bahia,jul,219,1/1/98
1999,Bahia,jul,107,1/1/99
2000,Bahia,jul,202,1/1/00
2001,Bahia,jul,248,1/1/01
2002,Bahia,jul,549,1/1/02
2003,Bahia,jul,261,1/1/03
2004,Bahia,jul,310,1/1/04
2005,Bahia,jul,269,1/1/05
2006,Bahia,jul,229,1/1/06
2007,Bahia,jul,811,1/1/07
2008,Bahia,jul,271,1/1/08
2009,Bahia,jul,321,1/1/09
2010,Bahia,jul,519,1/1/10
2011,Bahia,jul,578,1/1/11
2012,Bahia,jul,906,1/1/12
2013,Bahia,jul,362,1/1/13
2014,Bahia,jul,249,1/1/14
2015,Bahia,jul,306,1/1/15
2016,Bahia,jul,345,1/1/16
2017,Bahia,jul,300,1/1/17
1998,Bahia,aug,815,1/1/98
1999,Bahia,aug,453,1/1/99
2000,Bahia,aug,633,1/1/00
2001,Bahia,aug,979,1/1/01
2002,Bahia,aug,1.827,1/1/02
2003,Bahia,aug,1.039,1/1/03
2004,Bahia,aug,1.43,1/1/04
2005,Bahia,aug,948,1/1/05
2006,Bahia,aug,995,1/1/06
2007,Bahia,aug,3.734,1/1/07
2008,Bahia,aug,611,1/1/08
2009,Bahia,aug,439,1/1/09
2010,Bahia,aug,2.423,1/1/10
2011,Bahia,aug,1.795,1/1/11
2012,Bahia,aug,1.835,1/1/12
2013,Bahia,aug,610,1/1/13
2014,Bahia,aug,674,1/1/14
2015,Bahia,aug,829,1/1/15
2016,Bahia,aug,724,1/1/16
2017,Bahia,aug,1.018,1/1/17
1998,Bahia,sep,2.718,1/1/98
1999,Bahia,sep,1.275,1/1/99
2000,Bahia,sep,2.285,1/1/00
2001,Bahia,sep,3.964,1/1/01
2002,Bahia,sep,6.439,1/1/02
2003,Bahia,sep,8.847,1/1/03
2004,Bahia,sep,6.433,1/1/04
2005,Bahia,sep,4.066,1/1/05
2006,Bahia,sep,3.006,1/1/06
2007,Bahia,sep,7.438,1/1/07
2008,Bahia,sep,4.837,1/1/08
2009,Bahia,sep,3.61,1/1/09
2010,Bahia,sep,5.323,1/1/10
2011,Bahia,sep,7.086,1/1/11
2012,Bahia,sep,7.495,1/1/12
2013,Bahia,sep,2.681,1/1/13
2014,Bahia,sep,2.604,1/1/14
2015,Bahia,sep,7.956,1/1/15
2016,Bahia,sep,1.819,1/1/16
2017,Bahia,sep,1.791,1/1/17
1998,Bahia,oct,1.969,1/1/98
1999,Bahia,oct,1.307,1/1/99
2000,Bahia,oct,3.35,1/1/00
2001,Bahia,oct,1.687,1/1/01
2002,Bahia,oct,5.414,1/1/02
2003,Bahia,oct,4.264,1/1/03
2004,Bahia,oct,4.81,1/1/04
2005,Bahia,oct,8.405,1/1/05
2006,Bahia,oct,2.079,1/1/06
2007,Bahia,oct,4.981,1/1/07
2008,Bahia,oct,7.691,1/1/08
2009,Bahia,oct,2.552,1/1/09
2010,Bahia,oct,5.264,1/1/10
2011,Bahia,oct,2.166,1/1/11
2012,Bahia,oct,4.607,1/1/12
2013,Bahia,oct,1.969,1/1/13
2014,Bahia,oct,2.763,1/1/14
2015,Bahia,oct,4.989,1/1/15
2016,Bahia,oct,1.415,1/1/16
2017,Bahia,oct,4.005,1/1/17
1998,Bahia,nov,49,1/1/98
1999,Bahia,nov,49,1/1/99
2000,Bahia,nov,114,1/1/00
2001,Bahia,nov,699,1/1/01
2002,Bahia,nov,1.02,1/1/02
2003,Bahia,nov,533,1/1/03
2004,Bahia,nov,1.736,1/1/04
2005,Bahia,nov,1.595,1/1/05
2006,Bahia,nov,239,1/1/06
2007,Bahia,nov,2.126,1/1/07
2008,Bahia,nov,3.175,1/1/08
2009,Bahia,nov,402,1/1/09
2010,Bahia,nov,605,1/1/10
2011,Bahia,nov,176,1/1/11
2012,Bahia,nov,168,1/1/12
2013,Bahia,nov,288,1/1/13
2014,Bahia,nov,348,1/1/14
2015,Bahia,nov,1.705,1/1/15
2016,Bahia,nov,408,1/1/16
2017,Bahia,nov,174,1/1/17
1998,Bahia,dec,82,1/1/98
1999,Bahia,dec,37,1/1/99
2000,Bahia,dec,24,1/1/00
2001,Bahia,dec,158,1/1/01
2002,Bahia,dec,848,1/1/02
2003,Bahia,dec,710,1/1/03
2004,Bahia,dec,423,1/1/04
2005,Bahia,dec,116,1/1/05
2006,Bahia,dec,169,1/1/06
2007,Bahia,dec,259,1/1/07
2008,Bahia,dec,52,1/1/08
2009,Bahia,dec,308,1/1/09
2010,Bahia,dec,226,1/1/10
2011,Bahia,dec,230,1/1/11
2012,Bahia,dec,477,1/1/12
2013,Bahia,dec,131,1/1/13
2014,Bahia,dec,144,1/1/14
2015,Bahia,dec,1.408,1/1/15
2016,Bahia,dec,164,1/1/16
1998,Ceara,jan,0,1/1/98
1999,Ceara,jan,47,1/1/99
2000,Ceara,jan,1,1/1/00
2001,Ceara,jan,11,1/1/01
2002,Ceara,jan,33,1/1/02
2003,Ceara,jan,264,1/1/03
2004,Ceara,jan,143,1/1/04
2005,Ceara,jan,384,1/1/05
2006,Ceara,jan,211,1/1/06
2007,Ceara,jan,304,1/1/07
2008,Ceara,jan,166,1/1/08
2009,Ceara,jan,347,1/1/09
2010,Ceara,jan,288,1/1/10
2011,Ceara,jan,32,1/1/11
2012,Ceara,jan,273,1/1/12
2013,Ceara,jan,103,1/1/13
2014,Ceara,jan,115,1/1/14
2015,Ceara,jan,207,1/1/15
2016,Ceara,jan,100,1/1/16
2017,Ceara,jan,91,1/1/17
1998,Ceara,feb,0,1/1/98
1999,Ceara,feb,16,1/1/99
2000,Ceara,feb,6,1/1/00
2001,Ceara,feb,0,1/1/01
2002,Ceara,feb,75,1/1/02
2003,Ceara,feb,9,1/1/03
2004,Ceara,feb,5,1/1/04
2005,Ceara,feb,25,1/1/05
2006,Ceara,feb,23,1/1/06
2007,Ceara,feb,3,1/1/07
2008,Ceara,feb,12,1/1/08
2009,Ceara,feb,8,1/1/09
2010,Ceara,feb,63,1/1/10
2011,Ceara,feb,2,1/1/11
2012,Ceara,feb,41,1/1/12
2013,Ceara,feb,49,1/1/13
2014,Ceara,feb,18,1/1/14
2015,Ceara,feb,25,1/1/15
2016,Ceara,feb,13,1/1/16
2017,Ceara,feb,9,1/1/17
1998,Ceara,mar,0,1/1/98
1999,Ceara,mar,30,1/1/99
2000,Ceara,mar,9,1/1/00
2001,Ceara,mar,0,1/1/01
2002,Ceara,mar,17,1/1/02
2003,Ceara,mar,3,1/1/03
2004,Ceara,mar,1,1/1/04
2005,Ceara,mar,5,1/1/05
2006,Ceara,mar,3,1/1/06
2007,Ceara,mar,2,1/1/07
2008,Ceara,mar,2,1/1/08
2009,Ceara,mar,3,1/1/09
2010,Ceara,mar,40,1/1/10
2011,Ceara,mar,6,1/1/11
2012,Ceara,mar,10,1/1/12
2013,Ceara,mar,17,1/1/13
2014,Ceara,mar,6,1/1/14
2015,Ceara,mar,20,1/1/15
2016,Ceara,mar,4,1/1/16
2017,Ceara,mar,4,1/1/17
1998,Ceara,apr,0,1/1/98
1999,Ceara,apr,6,1/1/99
2000,Ceara,apr,15,1/1/00
2001,Ceara,apr,2,1/1/01
2002,Ceara,apr,5,1/1/02
2003,Ceara,apr,3,1/1/03
2004,Ceara,apr,2,1/1/04
2005,Ceara,apr,4,1/1/05
2006,Ceara,apr,1,1/1/06
2007,Ceara,apr,1,1/1/07
2008,Ceara,apr,0,1/1/08
2009,Ceara,apr,0,1/1/09
2010,Ceara,apr,7,1/1/10
2011,Ceara,apr,1,1/1/11
2012,Ceara,apr,2,1/1/12
2013,Ceara,apr,4,1/1/13
2014,Ceara,apr,4,1/1/14
2015,Ceara,apr,3,1/1/15
2016,Ceara,apr,10,1/1/16
2017,Ceara,apr,6,1/1/17
1998,Ceara,may,0,1/1/98
1999,Ceara,may,5,1/1/99
2000,Ceara,may,7,1/1/00
2001,Ceara,may,81,1/1/01
2002,Ceara,may,10,1/1/02
2003,Ceara,may,0,1/1/03
2004,Ceara,may,3,1/1/04
2005,Ceara,may,1,1/1/05
2006,Ceara,may,0,1/1/06
2007,Ceara,may,0,1/1/07
2008,Ceara,may,0,1/1/08
2009,Ceara,may,0,1/1/09
2010,Ceara,may,2,1/1/10
2011,Ceara,may,0,1/1/11
2012,Ceara,may,19,1/1/12
2013,Ceara,may,4,1/1/13
2014,Ceara,may,4,1/1/14
2015,Ceara,may,17,1/1/15
2016,Ceara,may,8,1/1/16
2017,Ceara,may,9,1/1/17
1998,Ceara,jun,1,1/1/98
1999,Ceara,jun,16,1/1/99
2000,Ceara,jun,16,1/1/00
2001,Ceara,jun,38,1/1/01
2002,Ceara,jun,13,1/1/02
2003,Ceara,jun,2,1/1/03
2004,Ceara,jun,1,1/1/04
2005,Ceara,jun,6,1/1/05
2006,Ceara,jun,0,1/1/06
2007,Ceara,jun,1,1/1/07
2008,Ceara,jun,1,1/1/08
2009,Ceara,jun,0,1/1/09
2010,Ceara,jun,3,1/1/10
2011,Ceara,jun,5,1/1/11
2012,Ceara,jun,28,1/1/12
2013,Ceara,jun,5,1/1/13
2014,Ceara,jun,19,1/1/14
2015,Ceara,jun,22,1/1/15
2016,Ceara,jun,45,1/1/16
2017,Ceara,jun,23,1/1/17
1998,Ceara,jul,76,1/1/98
1999,Ceara,jul,83,1/1/99
2000,Ceara,jul,18,1/1/00
2001,Ceara,jul,146,1/1/01
2002,Ceara,jul,12,1/1/02
2003,Ceara,jul,14,1/1/03
2004,Ceara,jul,16,1/1/04
2005,Ceara,jul,14,1/1/05
2006,Ceara,jul,1,1/1/06
2007,Ceara,jul,11,1/1/07
2008,Ceara,jul,3,1/1/08
2009,Ceara,jul,7,1/1/09
2010,Ceara,jul,44,1/1/10
2011,Ceara,jul,18,1/1/11
2012,Ceara,jul,50,1/1/12
2013,Ceara,jul,4,1/1/13
2014,Ceara,jul,47,1/1/14
2015,Ceara,jul,25,1/1/15
2016,Ceara,jul,124,1/1/16
2017,Ceara,jul,26,1/1/17
1998,Ceara,aug,93,1/1/98
1999,Ceara,aug,131,1/1/99
2000,Ceara,aug,79,1/1/00
2001,Ceara,aug,219,1/1/01
2002,Ceara,aug,111,1/1/02
2003,Ceara,aug,109,1/1/03
2004,Ceara,aug,61,1/1/04
2005,Ceara,aug,51,1/1/05
2006,Ceara,aug,50,1/1/06
2007,Ceara,aug,182,1/1/07
2008,Ceara,aug,32,1/1/08
2009,Ceara,aug,26,1/1/09
2010,Ceara,aug,202,1/1/10
2011,Ceara,aug,53,1/1/11
2012,Ceara,aug,278,1/1/12
2013,Ceara,aug,32,1/1/13
2014,Ceara,aug,155,1/1/14
2015,Ceara,aug,127,1/1/15
2016,Ceara,aug,293,1/1/16
2017,Ceara,aug,121,1/1/17
1998,Ceara,sep,590,1/1/98
1999,Ceara,sep,124,1/1/99
2000,Ceara,sep,127,1/1/00
2001,Ceara,sep,801,1/1/01
2002,Ceara,sep,172,1/1/02
2003,Ceara,sep,384,1/1/03
2004,Ceara,sep,144,1/1/04
2005,Ceara,sep,185,1/1/05
2006,Ceara,sep,237,1/1/06
2007,Ceara,sep,241,1/1/07
2008,Ceara,sep,177,1/1/08
2009,Ceara,sep,101,1/1/09
2010,Ceara,sep,357,1/1/10
2011,Ceara,sep,239,1/1/11
2012,Ceara,sep,609,1/1/12
2013,Ceara,sep,177,1/1/13
2014,Ceara,sep,155,1/1/14
2015,Ceara,sep,214,1/1/15
2016,Ceara,sep,370,1/1/16
2017,Ceara,sep,505,1/1/17
1998,Ceara,oct,1.014,1/1/98
1999,Ceara,oct,309,1/1/99
2000,Ceara,oct,875,1/1/00
2001,Ceara,oct,2.045,1/1/01
2002,Ceara,oct,1.606,1/1/02
2003,Ceara,oct,1.761,1/1/03
2004,Ceara,oct,1.217,1/1/04
2005,Ceara,oct,1.378,1/1/05
2006,Ceara,oct,581,1/1/06
2007,Ceara,oct,964,1/1/07
2008,Ceara,oct,816,1/1/08
2009,Ceara,oct,435,1/1/09
2010,Ceara,oct,502,1/1/10
2011,Ceara,oct,415,1/1/11
2012,Ceara,oct,1.104,1/1/12
2013,Ceara,oct,466,1/1/13
2014,Ceara,oct,517,1/1/14
2015,Ceara,oct,658,1/1/15
2016,Ceara,oct,1.31,1/1/16
2017,Ceara,oct,949,1/1/17
1998,Ceara,nov,575,1/1/98
1999,Ceara,nov,524,1/1/99
2000,Ceara,nov,669,1/1/00
2001,Ceara,nov,2.456,1/1/01
2002,Ceara,nov,2.715,1/1/02
2003,Ceara,nov,3.327,1/1/03
2004,Ceara,nov,2.9,1/1/04
2005,Ceara,nov,2.483,1/1/05
2006,Ceara,nov,1.012,1/1/06
2007,Ceara,nov,1.443,1/1/07
2008,Ceara,nov,1.753,1/1/08
2009,Ceara,nov,1.653,1/1/09
2010,Ceara,nov,1.652,1/1/10
2011,Ceara,nov,1.561,1/1/11
2012,Ceara,nov,995,1/1/12
2013,Ceara,nov,1.081,1/1/13
2014,Ceara,nov,829,1/1/14
2015,Ceara,nov,1.081,1/1/15
2016,Ceara,nov,1.328,1/1/16
2017,Ceara,nov,812,1/1/17
1998,Ceara,dec,276,1/1/98
1999,Ceara,dec,397,1/1/99
2000,Ceara,dec,389,1/1/00
2001,Ceara,dec,545,1/1/01
2002,Ceara,dec,1.787,1/1/02
2003,Ceara,dec,2.436,1/1/03
2004,Ceara,dec,3.158,1/1/04
2005,Ceara,dec,1.36,1/1/05
2006,Ceara,dec,1.161,1/1/06
2007,Ceara,dec,1.177,1/1/07
2008,Ceara,dec,1.655,1/1/08
2009,Ceara,dec,1.987,1/1/09
2010,Ceara,dec,578,1/1/10
2011,Ceara,dec,1.441,1/1/11
2012,Ceara,dec,631,1/1/12
2013,Ceara,dec,956,1/1/13
2014,Ceara,dec,643,1/1/14
2015,Ceara,dec,1.021,1/1/15
2016,Ceara,dec,819,1/1/16
1998,Distrito Federal,jan,0,1/1/98
1999,Distrito Federal,jan,0,1/1/99
2000,Distrito Federal,jan,0,1/1/00
2001,Distrito Federal,jan,0,1/1/01
2002,Distrito Federal,jan,0,1/1/02
2003,Distrito Federal,jan,0,1/1/03
2004,Distrito Federal,jan,0,1/1/04
2005,Distrito Federal,jan,0,1/1/05
2006,Distrito Federal,jan,0,1/1/06
2007,Distrito Federal,jan,0,1/1/07
2008,Distrito Federal,jan,0,1/1/08
